Identifier;Email;Country;Custom1;bool30TrueAdvancedRules;boolDefaultFalse;boolDefaultTrue;double25Pi25E25Gr25Zero;doubleDefaultPi;integer25One25Two25Three25FourAdvancedRules;integerDefaultOne;string25Cat25Dog25Falcon25Horse;string25Cat25Dog25Falcon25HorseAdvancedRules;string75Cat0Dog25Falcon0Horse;stringContainsDogDefaultCat;stringDefaultCat;stringIsInDogDefaultCat;stringIsNotInDogDefaultCat;stringNotContainsDogDefaultCat
symbolic@icloud.com;symbolic@icloud.com;;;False;False;True;2.7182;3.1415;4;1;Dog;Horse;Cat;Cat;Cat;Cat;Dog;Dog
denism@att.net;denism@att.net;;;False;False;True;3.1415;3.1415;2;1;Dog;Horse;Cat;Cat;Cat;Cat;Dog;Dog
hager@mac.com;hager@mac.com;;;False;False;True;3.1415;3.1415;3;1;Cat;Cat;Cat;Cat;Cat;Cat;Dog;Dog
zavadsky@yahoo.com;zavadsky@yahoo.com;;;False;False;True;3.1415;3.1415;4;1;Horse;Horse;Cat;Cat;Cat;Cat;Dog;Dog
mugwump@hotmail.com;mugwump@hotmail.com;;;False;False;True;1.61803;3.1415;3;1;Dog;Horse;Falcon;Cat;Cat;Cat;Dog;Dog
geekgrl@comcast.net;geekgrl@comcast.net;;;True;False;True;2.7182;3.1415;2;1;Falcon;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
dprice@me.com;dprice@me.com;;;False;False;True;2.7182;3.1415;1;1;Horse;Horse;Cat;Cat;Cat;Cat;Dog;Dog
petersko@yahoo.ca;petersko@yahoo.ca;;;False;False;True;0.0;3.1415;3;1;Horse;Cat;Cat;Cat;Cat;Cat;Dog;Dog
netsfr@aol.com;netsfr@aol.com;;;False;False;True;1.61803;3.1415;1;1;Dog;Horse;Falcon;Cat;Cat;Cat;Dog;Dog
tbmaddux@aol.com;tbmaddux@aol.com;;;True;False;True;1.61803;3.1415;1;1;Horse;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
meder@att.net;meder@att.net;;;False;False;True;3.1415;3.1415;2;1;Horse;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
benits@live.com;benits@live.com;;;True;False;True;2.7182;3.1415;1;1;Horse;Dog;Cat;Cat;Cat;Cat;Dog;Dog
timlinux@gmail.com;timlinux@gmail.com;;;False;False;True;3.1415;3.1415;3;1;Horse;Cat;Cat;Cat;Cat;Cat;Dog;Dog
heroine@att.net;heroine@att.net;;;True;False;True;3.1415;3.1415;1;1;Falcon;Dog;Cat;Cat;Cat;Cat;Dog;Dog
hachi@me.com;hachi@me.com;;;True;False;True;2.7182;3.1415;1;1;Dog;Dog;Cat;Cat;Cat;Cat;Dog;Dog
dkrishna@icloud.com;dkrishna@icloud.com;;;False;False;True;1.61803;3.1415;1;1;Horse;Dog;Cat;Cat;Cat;Cat;Dog;Dog
sthomas@gmail.com;sthomas@gmail.com;;;False;False;True;0.0;3.1415;4;1;Horse;Horse;Cat;Cat;Cat;Cat;Dog;Dog
thaljef@live.com;thaljef@live.com;;;True;False;True;0.0;3.1415;4;1;Cat;Dog;Cat;Cat;Cat;Cat;Dog;Dog
ganter@mac.com;ganter@mac.com;;;False;False;True;2.7182;3.1415;3;1;Dog;Horse;Cat;Cat;Cat;Cat;Dog;Dog
drjlaw@live.com;drjlaw@live.com;;;False;False;True;3.1415;3.1415;4;1;Falcon;Dog;Cat;Cat;Cat;Cat;Dog;Dog
timtroyr@gmail.com;timtroyr@gmail.com;;;False;False;True;2.7182;3.1415;4;1;Dog;Horse;Cat;Cat;Cat;Cat;Dog;Dog
smcnabb@icloud.com;smcnabb@icloud.com;;;True;False;True;0.0;3.1415;4;1;Horse;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
fwiles@live.com;fwiles@live.com;;;False;False;True;2.7182;3.1415;3;1;Horse;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
delpino@me.com;delpino@me.com;;;False;False;True;2.7182;3.1415;3;1;Horse;Horse;Cat;Cat;Cat;Cat;Dog;Dog
whimsy@yahoo.com;whimsy@yahoo.com;;;False;False;True;3.1415;3.1415;2;1;Dog;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
lbecchi@gmail.com;lbecchi@gmail.com;;;False;False;True;1.61803;3.1415;4;1;Falcon;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
jbearp@yahoo.ca;jbearp@yahoo.ca;;;True;False;True;0.0;3.1415;1;1;Horse;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
tamas@live.com;tamas@live.com;;;True;False;True;2.7182;3.1415;4;1;Falcon;Dog;Cat;Cat;Cat;Cat;Dog;Dog
panolex@verizon.net;panolex@verizon.net;;;False;False;True;0.0;3.1415;1;1;Falcon;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
lridener@comcast.net;lridener@comcast.net;;;True;False;True;2.7182;3.1415;3;1;Horse;Dog;Cat;Cat;Cat;Cat;Dog;Dog
wayward@yahoo.com;wayward@yahoo.com;;;False;False;True;0.0;3.1415;4;1;Horse;Dog;Cat;Cat;Cat;Cat;Dog;Dog
amaranth@me.com;amaranth@me.com;;;False;False;True;0.0;3.1415;3;1;Falcon;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
garland@yahoo.com;garland@yahoo.com;;;True;False;True;3.1415;3.1415;2;1;Cat;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
rfisher@live.com;rfisher@live.com;;;False;False;True;2.7182;3.1415;2;1;Dog;Horse;Cat;Cat;Cat;Cat;Dog;Dog
stern@verizon.net;stern@verizon.net;;;True;False;True;1.61803;3.1415;4;1;Dog;Horse;Cat;Cat;Cat;Cat;Dog;Dog
mavilar@yahoo.ca;mavilar@yahoo.ca;;;False;False;True;0.0;3.1415;3;1;Horse;Dog;Falcon;Cat;Cat;Cat;Dog;Dog
rfisher@sbcglobal.net;rfisher@sbcglobal.net;;;False;False;True;0.0;3.1415;1;1;Horse;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
tarreau@att.net;tarreau@att.net;;;False;False;True;1.61803;3.1415;4;1;Falcon;Horse;Cat;Cat;Cat;Cat;Dog;Dog
koudas@sbcglobal.net;koudas@sbcglobal.net;;;False;False;True;1.61803;3.1415;3;1;Falcon;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
bwcarty@mac.com;bwcarty@mac.com;;;True;False;True;3.1415;3.1415;4;1;Cat;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
jeteve@verizon.net;jeteve@verizon.net;;;False;False;True;3.1415;3.1415;1;1;Dog;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
pmint@comcast.net;pmint@comcast.net;;;False;False;True;2.7182;3.1415;2;1;Cat;Dog;Cat;Cat;Cat;Cat;Dog;Dog
barlow@icloud.com;barlow@icloud.com;;;False;False;True;0.0;3.1415;3;1;Cat;Dog;Cat;Cat;Cat;Cat;Dog;Dog
punkis@comcast.net;punkis@comcast.net;;;True;False;True;0.0;3.1415;2;1;Falcon;Cat;Cat;Cat;Cat;Cat;Dog;Dog
jfinke@optonline.net;jfinke@optonline.net;;;False;False;True;0.0;3.1415;1;1;Horse;Dog;Cat;Cat;Cat;Cat;Dog;Dog
unreal@att.net;unreal@att.net;;;False;False;True;1.61803;3.1415;1;1;Cat;Dog;Cat;Cat;Cat;Cat;Dog;Dog
dwendlan@sbcglobal.net;dwendlan@sbcglobal.net;;;True;False;True;0.0;3.1415;1;1;Falcon;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
dbrobins@yahoo.ca;dbrobins@yahoo.ca;;;False;False;True;3.1415;3.1415;2;1;Horse;Horse;Cat;Cat;Cat;Cat;Dog;Dog
rasca@comcast.net;rasca@comcast.net;;;False;False;True;3.1415;3.1415;1;1;Horse;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
jfriedl@att.net;jfriedl@att.net;;;False;False;True;0.0;3.1415;3;1;Falcon;Dog;Falcon;Cat;Cat;Cat;Dog;Dog
clkao@outlook.com;clkao@outlook.com;;;False;False;True;0.0;3.1415;3;1;Horse;Cat;Cat;Cat;Cat;Cat;Dog;Dog
noahb@yahoo.com;noahb@yahoo.com;;;True;False;True;1.61803;3.1415;1;1;Cat;Horse;Cat;Cat;Cat;Cat;Dog;Dog
ducasse@comcast.net;ducasse@comcast.net;;;True;False;True;1.61803;3.1415;4;1;Dog;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
jrkorson@live.com;jrkorson@live.com;;;False;False;True;3.1415;3.1415;2;1;Dog;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
hmbrand@gmail.com;hmbrand@gmail.com;;;False;False;True;3.1415;3.1415;4;1;Falcon;Dog;Cat;Cat;Cat;Cat;Dog;Dog
corrada@yahoo.ca;corrada@yahoo.ca;;;False;False;True;3.1415;3.1415;4;1;Falcon;Dog;Cat;Cat;Cat;Cat;Dog;Dog
tmaek@aol.com;tmaek@aol.com;;;False;False;True;3.1415;3.1415;1;1;Falcon;Dog;Cat;Cat;Cat;Cat;Dog;Dog
richard@mac.com;richard@mac.com;;;True;False;True;0.0;3.1415;3;1;Horse;Dog;Falcon;Cat;Cat;Cat;Dog;Dog
pkplex@comcast.net;pkplex@comcast.net;;;False;False;True;2.7182;3.1415;4;1;Dog;Horse;Cat;Cat;Cat;Cat;Dog;Dog
kwilliams@icloud.com;kwilliams@icloud.com;;;False;False;True;0.0;3.1415;3;1;Dog;Cat;Cat;Cat;Cat;Cat;Dog;Dog
mcrawfor@yahoo.com;mcrawfor@yahoo.com;;;False;False;True;1.61803;3.1415;2;1;Dog;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
webteam@outlook.com;webteam@outlook.com;;;False;False;True;0.0;3.1415;3;1;Dog;Dog;Cat;Cat;Cat;Cat;Dog;Dog
leakin@hotmail.com;leakin@hotmail.com;;;False;False;True;2.7182;3.1415;1;1;Falcon;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
ebassi@optonline.net;ebassi@optonline.net;;;False;False;True;0.0;3.1415;4;1;Dog;Dog;Cat;Cat;Cat;Cat;Dog;Dog
njpayne@msn.com;njpayne@msn.com;;;True;False;True;2.7182;3.1415;3;1;Falcon;Horse;Falcon;Cat;Cat;Cat;Dog;Dog
konst@live.com;konst@live.com;;;False;False;True;3.1415;3.1415;1;1;Falcon;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
godeke@me.com;godeke@me.com;;;False;False;True;3.1415;3.1415;4;1;Falcon;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
godeke@yahoo.ca;godeke@yahoo.ca;;;False;False;True;3.1415;3.1415;3;1;Cat;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
glenz@gmail.com;glenz@gmail.com;;;False;False;True;0.0;3.1415;1;1;Horse;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
fallorn@comcast.net;fallorn@comcast.net;;;False;False;True;1.61803;3.1415;4;1;Cat;Cat;Cat;Cat;Cat;Cat;Dog;Dog
nacho@comcast.net;nacho@comcast.net;;;True;False;True;3.1415;3.1415;2;1;Cat;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
dkeeler@hotmail.com;dkeeler@hotmail.com;;;False;False;True;1.61803;3.1415;2;1;Dog;Dog;Cat;Cat;Cat;Cat;Dog;Dog
adhere@live.com;adhere@live.com;;;True;False;True;1.61803;3.1415;2;1;Cat;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
gfody@gmail.com;gfody@gmail.com;;;False;False;True;3.1415;3.1415;3;1;Horse;Dog;Cat;Cat;Cat;Cat;Dog;Dog
codex@verizon.net;codex@verizon.net;;;True;False;True;1.61803;3.1415;3;1;Cat;Dog;Falcon;Cat;Cat;Cat;Dog;Dog
erynf@msn.com;erynf@msn.com;;;False;False;True;3.1415;3.1415;1;1;Dog;Horse;Cat;Cat;Cat;Cat;Dog;Dog
monkeydo@verizon.net;monkeydo@verizon.net;;;False;False;True;1.61803;3.1415;4;1;Horse;Cat;Cat;Cat;Cat;Cat;Dog;Dog
lauronen@optonline.net;lauronen@optonline.net;;;False;False;True;2.7182;3.1415;1;1;Dog;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
dinther@mac.com;dinther@mac.com;;;True;False;True;2.7182;3.1415;2;1;Dog;Horse;Cat;Cat;Cat;Cat;Dog;Dog
miami@msn.com;miami@msn.com;;;False;False;True;3.1415;3.1415;2;1;Falcon;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
kewley@icloud.com;kewley@icloud.com;;;False;False;True;3.1415;3.1415;4;1;Dog;Dog;Cat;Cat;Cat;Cat;Dog;Dog
dkeeler@outlook.com;dkeeler@outlook.com;;;False;False;True;3.1415;3.1415;1;1;Cat;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
galbra@gmail.com;galbra@gmail.com;;;True;False;True;3.1415;3.1415;3;1;Dog;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
mastinfo@yahoo.com;mastinfo@yahoo.com;;;False;False;True;1.61803;3.1415;1;1;Falcon;Dog;Cat;Cat;Cat;Cat;Dog;Dog
kempsonc@sbcglobal.net;kempsonc@sbcglobal.net;;;False;False;True;2.7182;3.1415;3;1;Dog;Dog;Falcon;Cat;Cat;Cat;Dog;Dog
andale@mac.com;andale@mac.com;;;False;False;True;2.7182;3.1415;3;1;Falcon;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
airship@sbcglobal.net;airship@sbcglobal.net;;;False;False;True;2.7182;3.1415;1;1;Horse;Dog;Cat;Cat;Cat;Cat;Dog;Dog
xtang@live.com;xtang@live.com;;;False;False;True;2.7182;3.1415;3;1;Horse;Dog;Cat;Cat;Cat;Cat;Dog;Dog
jhardin@yahoo.ca;jhardin@yahoo.ca;;;True;False;True;0.0;3.1415;4;1;Horse;Horse;Falcon;Cat;Cat;Cat;Dog;Dog
frederic@sbcglobal.net;frederic@sbcglobal.net;;;False;False;True;1.61803;3.1415;1;1;Dog;Cat;Cat;Cat;Cat;Cat;Dog;Dog
matsn@yahoo.ca;matsn@yahoo.ca;;;False;False;True;0.0;3.1415;1;1;Falcon;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
pereinar@optonline.net;pereinar@optonline.net;;;True;False;True;3.1415;3.1415;2;1;Dog;Cat;Cat;Cat;Cat;Cat;Dog;Dog
salesgeek@verizon.net;salesgeek@verizon.net;;;True;False;True;2.7182;3.1415;1;1;Cat;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
tezbo@aol.com;tezbo@aol.com;;;False;False;True;3.1415;3.1415;2;1;Dog;Cat;Cat;Cat;Cat;Cat;Dog;Dog
keijser@icloud.com;keijser@icloud.com;;;False;False;True;0.0;3.1415;3;1;Falcon;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
chaki@yahoo.ca;chaki@yahoo.ca;;;False;False;True;1.61803;3.1415;3;1;Dog;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
wetter@msn.com;wetter@msn.com;;;False;False;True;3.1415;3.1415;1;1;Dog;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
delpino@icloud.com;delpino@icloud.com;;;False;False;True;1.61803;3.1415;2;1;Horse;Horse;Falcon;Cat;Cat;Cat;Dog;Dog
thassine@att.net;thassine@att.net;;;False;False;True;3.1415;3.1415;4;1;Horse;Dog;Falcon;Cat;Cat;Cat;Dog;Dog
hoangle@hotmail.com;hoangle@hotmail.com;;;False;False;True;3.1415;3.1415;1;1;Horse;Dog;Cat;Cat;Cat;Cat;Dog;Dog
bester@gmail.com;bester@gmail.com;;;False;False;True;3.1415;3.1415;1;1;Horse;Horse;Cat;Cat;Cat;Cat;Dog;Dog
jdhedden@yahoo.ca;jdhedden@yahoo.ca;;;True;False;True;0.0;3.1415;1;1;Horse;Dog;Cat;Cat;Cat;Cat;Dog;Dog
killmenow@msn.com;killmenow@msn.com;;;False;False;True;1.61803;3.1415;1;1;Horse;Dog;Cat;Cat;Cat;Cat;Dog;Dog
retoh@mac.com;retoh@mac.com;;;True;False;True;1.61803;3.1415;1;1;Horse;Cat;Cat;Cat;Cat;Cat;Dog;Dog
goresky@yahoo.ca;goresky@yahoo.ca;;;True;False;True;1.61803;3.1415;3;1;Dog;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
microfab@att.net;microfab@att.net;;;False;False;True;2.7182;3.1415;3;1;Dog;Horse;Cat;Cat;Cat;Cat;Dog;Dog
pfitza@aol.com;pfitza@aol.com;;;False;False;True;2.7182;3.1415;3;1;Falcon;Cat;Cat;Cat;Cat;Cat;Dog;Dog
onestab@hotmail.com;onestab@hotmail.com;;;True;False;True;0.0;3.1415;3;1;Dog;Dog;Cat;Cat;Cat;Cat;Dog;Dog
aracne@me.com;aracne@me.com;;;True;False;True;0.0;3.1415;4;1;Dog;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
sherzodr@yahoo.ca;sherzodr@yahoo.ca;;;False;False;True;0.0;3.1415;4;1;Horse;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
feamster@verizon.net;feamster@verizon.net;;;False;False;True;0.0;3.1415;4;1;Horse;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
hyper@yahoo.com;hyper@yahoo.com;;;False;False;True;0.0;3.1415;1;1;Cat;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
jmgomez@me.com;jmgomez@me.com;;;False;False;True;3.1415;3.1415;1;1;Falcon;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
fwitness@outlook.com;fwitness@outlook.com;;;False;False;True;2.7182;3.1415;1;1;Cat;Cat;Cat;Cat;Cat;Cat;Dog;Dog
storerm@comcast.net;storerm@comcast.net;;;True;False;True;3.1415;3.1415;2;1;Dog;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
improv@yahoo.ca;improv@yahoo.ca;;;True;False;True;0.0;3.1415;2;1;Cat;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
arnold@comcast.net;arnold@comcast.net;;;False;False;True;3.1415;3.1415;3;1;Dog;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
blixem@live.com;blixem@live.com;;;False;False;True;0.0;3.1415;2;1;Dog;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
rohitm@outlook.com;rohitm@outlook.com;;;False;False;True;2.7182;3.1415;4;1;Horse;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
rfisher@verizon.net;rfisher@verizon.net;;;False;False;True;1.61803;3.1415;1;1;Cat;Dog;Cat;Cat;Cat;Cat;Dog;Dog
dwsauder@icloud.com;dwsauder@icloud.com;;;True;False;True;3.1415;3.1415;2;1;Falcon;Dog;Cat;Cat;Cat;Cat;Dog;Dog
alastair@gmail.com;alastair@gmail.com;;;True;False;True;3.1415;3.1415;4;1;Falcon;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
multiplx@hotmail.com;multiplx@hotmail.com;;;False;False;True;0.0;3.1415;4;1;Cat;Dog;Cat;Cat;Cat;Cat;Dog;Dog
caidaperl@icloud.com;caidaperl@icloud.com;;;False;False;True;1.61803;3.1415;4;1;Dog;Dog;Cat;Cat;Cat;Cat;Dog;Dog
nacho@yahoo.com;nacho@yahoo.com;;;True;False;True;3.1415;3.1415;2;1;Cat;Dog;Falcon;Cat;Cat;Cat;Dog;Dog
keutzer@icloud.com;keutzer@icloud.com;;;False;False;True;1.61803;3.1415;1;1;Cat;Dog;Cat;Cat;Cat;Cat;Dog;Dog
lbaxter@icloud.com;lbaxter@icloud.com;;;False;False;True;3.1415;3.1415;2;1;Falcon;Cat;Cat;Cat;Cat;Cat;Dog;Dog
hachi@live.com;hachi@live.com;;;True;False;True;0.0;3.1415;1;1;Falcon;Cat;Cat;Cat;Cat;Cat;Dog;Dog
mfburgo@msn.com;mfburgo@msn.com;;;True;False;True;3.1415;3.1415;4;1;Falcon;Dog;Cat;Cat;Cat;Cat;Dog;Dog
gfody@yahoo.ca;gfody@yahoo.ca;;;False;False;True;2.7182;3.1415;3;1;Cat;Dog;Cat;Cat;Cat;Cat;Dog;Dog
jaxweb@yahoo.ca;jaxweb@yahoo.ca;;;False;False;True;1.61803;3.1415;1;1;Horse;Horse;Falcon;Cat;Cat;Cat;Dog;Dog
wojciech@icloud.com;wojciech@icloud.com;;;False;False;True;1.61803;3.1415;1;1;Dog;Horse;Cat;Cat;Cat;Cat;Dog;Dog
doche@optonline.net;doche@optonline.net;;;False;False;True;3.1415;3.1415;3;1;Dog;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
josephw@hotmail.com;josephw@hotmail.com;;;False;False;True;1.61803;3.1415;3;1;Cat;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
hakim@me.com;hakim@me.com;;;False;False;True;1.61803;3.1415;4;1;Falcon;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
lstein@verizon.net;lstein@verizon.net;;;False;False;True;3.1415;3.1415;4;1;Falcon;Cat;Cat;Cat;Cat;Cat;Dog;Dog
conteb@msn.com;conteb@msn.com;;;False;False;True;1.61803;3.1415;2;1;Horse;Dog;Cat;Cat;Cat;Cat;Dog;Dog
wildixon@att.net;wildixon@att.net;;;False;False;True;1.61803;3.1415;2;1;Falcon;Dog;Falcon;Cat;Cat;Cat;Dog;Dog
oechslin@hotmail.com;oechslin@hotmail.com;;;True;False;True;3.1415;3.1415;2;1;Falcon;Horse;Cat;Cat;Cat;Cat;Dog;Dog
metzzo@msn.com;metzzo@msn.com;;;True;False;True;3.1415;3.1415;3;1;Horse;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
kosact@live.com;kosact@live.com;;;True;False;True;2.7182;3.1415;4;1;Falcon;Horse;Cat;Cat;Cat;Cat;Dog;Dog
kodeman@optonline.net;kodeman@optonline.net;;;False;False;True;0.0;3.1415;2;1;Falcon;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
ebassi@hotmail.com;ebassi@hotmail.com;;;False;False;True;3.1415;3.1415;2;1;Falcon;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
pgolle@optonline.net;pgolle@optonline.net;;;False;False;True;0.0;3.1415;4;1;Dog;Horse;Cat;Cat;Cat;Cat;Dog;Dog
jdhildeb@mac.com;jdhildeb@mac.com;;;False;False;True;2.7182;3.1415;2;1;Falcon;Horse;Cat;Cat;Cat;Cat;Dog;Dog
garyjb@optonline.net;garyjb@optonline.net;;;False;False;True;1.61803;3.1415;1;1;Cat;Horse;Cat;Cat;Cat;Cat;Dog;Dog
gslondon@me.com;gslondon@me.com;;;False;False;True;2.7182;3.1415;3;1;Horse;Cat;Cat;Cat;Cat;Cat;Dog;Dog
maratb@msn.com;maratb@msn.com;;;False;False;True;3.1415;3.1415;1;1;Falcon;Horse;Cat;Cat;Cat;Cat;Dog;Dog
marnanel@optonline.net;marnanel@optonline.net;;;True;False;True;3.1415;3.1415;1;1;Cat;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
rgiersig@live.com;rgiersig@live.com;;;True;False;True;0.0;3.1415;4;1;Horse;Dog;Cat;Cat;Cat;Cat;Dog;Dog
gozer@msn.com;gozer@msn.com;;;False;False;True;2.7182;3.1415;4;1;Dog;Horse;Cat;Cat;Cat;Cat;Dog;Dog
valdez@hotmail.com;valdez@hotmail.com;;;False;False;True;2.7182;3.1415;1;1;Falcon;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
mnemonic@yahoo.ca;mnemonic@yahoo.ca;;;False;False;True;3.1415;3.1415;1;1;Falcon;Dog;Cat;Cat;Cat;Cat;Dog;Dog
paina@outlook.com;paina@outlook.com;;;False;False;True;0.0;3.1415;3;1;Horse;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
syncnine@aol.com;syncnine@aol.com;;;False;False;True;1.61803;3.1415;2;1;Dog;Dog;Cat;Cat;Cat;Cat;Dog;Dog
melnik@gmail.com;melnik@gmail.com;;;False;False;True;2.7182;3.1415;3;1;Dog;Cat;Cat;Cat;Cat;Cat;Dog;Dog
jaesenj@sbcglobal.net;jaesenj@sbcglobal.net;;;False;False;True;3.1415;3.1415;4;1;Dog;Cat;Cat;Cat;Cat;Cat;Dog;Dog
sekiya@me.com;sekiya@me.com;;;True;False;True;2.7182;3.1415;1;1;Dog;Dog;Cat;Cat;Cat;Cat;Dog;Dog
tbusch@aol.com;tbusch@aol.com;;;False;False;True;2.7182;3.1415;3;1;Falcon;Dog;Cat;Cat;Cat;Cat;Dog;Dog
whimsy@gmail.com;whimsy@gmail.com;;;False;False;True;2.7182;3.1415;3;1;Falcon;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
firstpr@aol.com;firstpr@aol.com;;;False;False;True;1.61803;3.1415;1;1;Horse;Dog;Cat;Cat;Cat;Cat;Dog;Dog
bartlett@optonline.net;bartlett@optonline.net;;;False;False;True;1.61803;3.1415;4;1;Horse;Dog;Cat;Cat;Cat;Cat;Dog;Dog
bester@att.net;bester@att.net;;;False;False;True;3.1415;3.1415;2;1;Cat;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
gordonjcp@yahoo.ca;gordonjcp@yahoo.ca;;;False;False;True;1.61803;3.1415;3;1;Dog;Dog;Cat;Cat;Cat;Cat;Dog;Dog
bcevc@gmail.com;bcevc@gmail.com;;;True;False;True;2.7182;3.1415;2;1;Cat;Dog;Cat;Cat;Cat;Cat;Dog;Dog
sethbrown@me.com;sethbrown@me.com;;;True;False;True;1.61803;3.1415;3;1;Horse;Dog;Cat;Cat;Cat;Cat;Dog;Dog
mcmillan@aol.com;mcmillan@aol.com;;;False;False;True;3.1415;3.1415;2;1;Falcon;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
raines@optonline.net;raines@optonline.net;;;False;False;True;1.61803;3.1415;3;1;Falcon;Horse;Cat;Cat;Cat;Cat;Dog;Dog
psharpe@comcast.net;psharpe@comcast.net;;;False;False;True;3.1415;3.1415;1;1;Horse;Dog;Cat;Cat;Cat;Cat;Dog;Dog
bachmann@gmail.com;bachmann@gmail.com;;;False;False;True;3.1415;3.1415;1;1;Dog;Horse;Falcon;Cat;Cat;Cat;Dog;Dog
leslie@att.net;leslie@att.net;;;False;False;True;2.7182;3.1415;1;1;Cat;Cat;Cat;Cat;Cat;Cat;Dog;Dog
hager@att.net;hager@att.net;;;False;False;True;0.0;3.1415;3;1;Cat;Horse;Cat;Cat;Cat;Cat;Dog;Dog
ismail@mac.com;ismail@mac.com;;;True;False;True;3.1415;3.1415;2;1;Dog;Cat;Cat;Cat;Cat;Cat;Dog;Dog
nacho@aol.com;nacho@aol.com;;;True;False;True;0.0;3.1415;4;1;Dog;Cat;Cat;Cat;Cat;Cat;Dog;Dog
kohlis@yahoo.ca;kohlis@yahoo.ca;;;False;False;True;3.1415;3.1415;4;1;Cat;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
lahvak@hotmail.com;lahvak@hotmail.com;;;True;False;True;2.7182;3.1415;3;1;Falcon;Dog;Cat;Cat;Cat;Cat;Dog;Dog
gozer@mac.com;gozer@mac.com;;;True;False;True;2.7182;3.1415;2;1;Falcon;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
willg@icloud.com;willg@icloud.com;;;False;False;True;0.0;3.1415;2;1;Horse;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
zavadsky@yahoo.ca;zavadsky@yahoo.ca;;;False;False;True;0.0;3.1415;1;1;Cat;Dog;Cat;Cat;Cat;Cat;Dog;Dog
steve@me.com;steve@me.com;;;False;False;True;1.61803;3.1415;2;1;Cat;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
ccohen@icloud.com;ccohen@icloud.com;;;True;False;True;0.0;3.1415;3;1;Horse;Dog;Cat;Cat;Cat;Cat;Dog;Dog
msusa@mac.com;msusa@mac.com;;;True;False;True;2.7182;3.1415;1;1;Horse;Cat;Cat;Cat;Cat;Cat;Dog;Dog
